cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,avg_temperature_C
FULL,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,38.833333333333336
NONE,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,37.666666666666664
FULL,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,35.0
NONE,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,58.25396825396825
FULL,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,50.083333333333336
NONE,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,58.520833333333336
FULL,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,49.375
NONE,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,53.833333333333336
FULL,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,46.486111111111114
NONE,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,47.6060606060606
FULL,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,43.166666666666664
NONE,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,43.857142857142854
FULL,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,39.31666666666667
NONE,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,38.473684210526315
FULL,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,35.333333333333336
NONE,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,58.388888888888886
FULL,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,50.083333333333336
NONE,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,58.395833333333336
FULL,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,49.208333333333336
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,53.785714285714285
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,46.125
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,47.625
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,42.85
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,43.94871794871795
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,39.31666666666667
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,39.0
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,35.625
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,54.925925925925924
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,46.38333333333333
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,54.48148148148149
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,46.13333333333333
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,51.0
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,44.416666666666664
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,46.125
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,42.03333333333333
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,43.38095238095238
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,38.9
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,39.0
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,35.6875
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,54.878787878787875
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,46.166666666666664
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,54.53333333333333
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,46.083333333333336
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,51.0
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,44.31666666666666
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,46.0
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,41.666666666666664
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,43.06666666666666
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,38.5
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,38.666666666666664
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,35.333333333333336
