cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,iteration,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util,avg_temperature
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4098,1,2130,620269,1808,1.9953,113,310.5014545454545,619.5435522545454,100.0,85.0,52.09090909090909
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4098,2,2130,619775,1808,1.9953,113,310.4768181818182,619.4943953181819,100.0,85.0,52.0
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4099,0,2130,619056,1808,1.9955,113,310.07872727272724,618.7621002727273,100.0,85.0,52.0
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4099,1,2130,618980,1808,1.9955,113,309.8369,618.2795339500001,100.0,85.0,51.9
FULL,16,2130,4096,Qwen/Qwen3-8B_decoding-all,4099,2,2130,618646,1808,1.9955,113,309.65830000000005,617.9231376500002,100.0,85.0,51.0
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-all,0,0,1830,1465610,65536,3.3713,1,428.2435882352941,1443.7376090176472,100.0,21.470588235294116,58.8235294117647
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-all,0,1,1830,1471341,65536,3.371,1,430.4801764705882,1451.148674882353,100.0,21.470588235294116,59.88235294117647
NONE,16,1830,4096,Qwen/Qwen3-8B_prefill-all,0,2,1830,1468399,65536,3.3718,1,429.39294117647063,1447.8271190588237,100.0,21.41176470588235,60.35294117647059
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4096,0,1830,496293,1552,1.7868,97,276.40222222222224,493.8754906666667,100.0,82.0,52.0
FULL,16,1830,4096,Qwen/Qwen3-8B_decoding-all,4096,1,1830,495333,1552,1.7868,97,275.5,492.2634,100.0,82.0,51.7
