cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,power_based_avg_power_W
NONE,16,2430,1024,Qwen/Qwen3-8B_prefill-all,599.1186862745099
FULL,16,2430,1024,Qwen/Qwen3-8B_decoding-all,361.177125
NONE,16,930,512,Qwen/Qwen3-8B_prefill-all,201.44926666666666
FULL,16,930,512,Qwen/Qwen3-8B_decoding-all,170.03244642857143
NONE,16,1230,512,Qwen/Qwen3-8B_prefill-all,263.5045714285714
FULL,16,1230,512,Qwen/Qwen3-8B_decoding-all,191.39492592592592
NONE,16,1530,512,Qwen/Qwen3-8B_prefill-all,343.98770833333333
FULL,16,1530,512,Qwen/Qwen3-8B_decoding-all,235.35175925925924
NONE,16,1830,512,Qwen/Qwen3-8B_prefill-all,416.90633333333335
FULL,16,1830,512,Qwen/Qwen3-8B_decoding-all,277.99121296296295
NONE,16,2130,512,Qwen/Qwen3-8B_prefill-all,526.6205000000001
FULL,16,2130,512,Qwen/Qwen3-8B_decoding-all,294.78781666666663
NONE,16,2430,512,Qwen/Qwen3-8B_prefill-all,602.2931851851853
FULL,16,2430,512,Qwen/Qwen3-8B_decoding-all,356.56990909090905
NONE,16,930,256,Qwen/Qwen3-8B_prefill-all,189.20414351851852
FULL,16,930,256,Qwen/Qwen3-8B_decoding-all,168.45684791666667
NONE,16,1230,256,Qwen/Qwen3-8B_prefill-all,248.69529999999997
FULL,16,1230,256,Qwen/Qwen3-8B_decoding-all,189.96217592592595
NONE,16,1530,256,Qwen/Qwen3-8B_prefill-all,318.80562962962966
FULL,16,1530,256,Qwen/Qwen3-8B_decoding-all,233.62638703703703
NONE,16,1830,256,Qwen/Qwen3-8B_prefill-all,397.1667333333333
FULL,16,1830,256,Qwen/Qwen3-8B_decoding-all,275.67221666666666
NONE,16,2130,256,Qwen/Qwen3-8B_prefill-all,504.40903333333335
FULL,16,2130,256,Qwen/Qwen3-8B_decoding-all,292.9065303030303
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,600.5316666666666
FULL,16,2430,256,Qwen/Qwen3-8B_decoding-all,354.70818749999995
