sm_clock,kv_group,kv_cache_lens,graph_mode,batch_size,avg_power,avg_total_energy_delta,avg_print_index,points
1320,1024,1045,seg,8,215.39583333333334,493432.0,17.5,12
1320,1024,1045,seg,9,219.53891666666667,503252.0,17.5,12
1320,1024,1045,seg,10,220.63830769230768,505448.0,18.0,13
1320,1024,1045,seg,11,221.48983333333334,529805.0,17.5,12
1320,1024,1045,seg,12,221.96,531257.0,18.0,13
1320,1024,1045,seg,13,222.44876923076922,532594.0,18.0,13
1320,1024,1045,seg,14,222.7336153846154,533515.0,18.0,13
1320,1024,1045,seg,15,222.57023076923076,533021.0,18.0,13
1320,1024,1045,seg,16,222.55784615384616,532249.0,18.0,13
1320,1024,1046,mani,1,223.5479090909091,445546.0,16.0,11
1320,1024,1046,mani,2,210.63436363636364,440850.0,16.0,11
1320,1024,1046,mani,3,213.02181818181816,466883.0,16.0,11
1320,1024,1046,mani,4,211.92075,466390.0,16.5,12
1320,1024,1046,mani,5,212.82625,466423.0,16.5,12
1320,1024,1046,mani,6,210.44858333333332,462258.0,16.5,12
1320,1024,1046,mani,7,212.90725,487961.0,16.5,12
1320,1024,1046,mani,8,215.02058333333332,492846.0,17.5,12
1320,1024,1046,mani,9,213.653,511614.0,18.0,13
1320,1024,1046,mani,10,215.59216666666666,494339.0,17.5,12
1320,1024,1046,mani,11,217.70433333333335,521123.0,17.5,12
1320,1024,1046,mani,12,220.424,505317.0,17.5,12
1320,1024,1046,mani,13,222.86125,533280.0,17.5,12
1320,1024,1046,mani,14,223.52507692307694,534855.0,18.0,13
1320,1024,1046,mani,15,223.7672307692308,535797.0,18.0,13
1320,1024,1046,mani,16,223.68076923076922,557956.0,18.0,13
1320,1024,1046,seg,1,221.8751818181818,464470.0,15.0,11
1320,1024,1046,seg,2,208.90191666666666,437031.0,16.5,12
1320,1024,1046,seg,3,209.895,441591.0,16.5,12
1320,1024,1046,seg,4,210.51825,461163.0,16.5,12
1320,1024,1046,seg,5,214.648,470646.0,16.5,12
1320,1024,1046,seg,6,212.5545,487410.0,17.5,12
1320,1024,1046,seg,7,214.077,490527.0,16.5,12
1320,1024,1046,seg,8,215.13325,472465.0,17.5,12
1320,1024,1046,seg,9,219.75115384615384,525259.0,18.0,13
1320,1024,1046,seg,10,220.5400833333333,527528.0,17.5,12
1320,1024,1046,seg,11,221.12507692307693,508352.0,18.0,13
1320,1024,1046,seg,12,222.29058333333333,531819.0,17.5,12
1320,1024,1046,seg,13,222.5996153846154,532091.0,18.0,13
1320,1024,1046,seg,14,222.6633846153846,533279.0,18.0,13
1320,1024,1046,seg,15,222.61407692307694,554752.0,18.0,13
1320,1024,1046,seg,16,222.53846153846155,532641.0,18.0,13
1320,1024,1047,mani,1,223.663,445546.0,15.0,11
1320,1024,1047,mani,2,209.68583333333333,461856.0,16.5,12
1320,1024,1047,mani,3,213.10816666666665,467467.0,16.5,12
