cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,iteration,sleep_ns,sleep_freq,kernel,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util,avg_temperature
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,258,2,1,2,custom,2422,4107799,1600,10.3315,100,398.97015686274506,4121.960175627451,99.0,42.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,259,0,1,2,custom,2422,4107701,1600,10.3339,100,399.2183,4125.48199037,99.0,42.0,62.84
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,259,1,1,2,custom,2422,4105699,1600,10.3338,100,398.8913921568628,4122.063868270589,99.0,42.0,62.627450980392155
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,259,2,1,2,custom,2422,4106631,1600,10.3342,100,398.93165999999997,4122.639560772,99.0,42.0,62.42
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,260,0,1,2,custom,2422,4142568,1600,10.3324,100,398.46352941176474,4117.084571294118,99.0,42.0,62.21568627450981
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,260,1,1,2,custom,2422,4146669,1600,10.3327,100,398.9685799999999,4122.4226465659995,99.0,42.0,62.02
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,260,2,1,2,custom,2422,4144646,1600,10.3327,100,398.96562745098043,4122.392138762746,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,261,0,1,2,custom,2422,4100927,1600,10.3361,100,398.4917843137256,4118.850931845099,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,261,1,1,2,custom,2422,4104161,1600,10.3362,100,398.8919215686275,4123.026679717647,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,261,2,1,2,custom,2422,4101296,1600,10.3358,100,398.3539999999999,4117.307273199999,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,262,0,1,2,custom,2422,4105441,1600,10.3349,100,398.7281960784314,4120.81603365098,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,262,1,1,2,custom,2422,4105745,1600,10.3355,100,398.8706862745098,4122.527977990196,99.0,42.0,62.05882352941177
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,262,2,1,2,custom,2422,4144626,1600,10.3353,100,398.9060980392156,4122.814195064705,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,263,0,1,2,custom,2422,4141977,1600,10.338,100,398.6553333333333,4121.298836,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,263,1,1,2,custom,2422,4102712,1600,10.3378,100,398.39825999999994,4118.561532227999,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,263,2,1,2,custom,2422,4105127,1600,10.3378,100,398.72376470588233,4121.92653477647,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,264,0,1,2,custom,2422,4102199,1600,10.3366,100,398.7393333333334,4121.608992933334,99.0,42.0,62.03921568627451
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,264,1,1,2,custom,2422,4101998,1600,10.3367,100,398.61431372549015,4120.356576686274,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,264,2,1,2,custom,2422,4145751,1600,10.3367,100,398.7925098039215,4122.198536090195,99.0,42.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,0,0,1,4,custom,2422,7844648,49152,14.5612,12,537.9846056338027,7833.701439554929,100.0,29.0,67.70422535211267
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,0,1,1,4,custom,2422,7970883,49152,14.5633,12,546.672676056338,7961.358183211267,100.0,29.0,71.09859154929578
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,0,2,1,4,custom,2422,8056971,49152,14.5659,12,551.6933380281691,8035.909992384509,100.0,28.971830985915492,73.26760563380282
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,256,0,1,4,custom,2422,4177503,1600,10.2868,100,405.74300000000005,4173.7970924,99.0,41.0,66.24
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,256,1,1,4,custom,2422,4164594,1600,10.2866,100,403.5203529411764,4150.852462564705,99.0,41.0,65.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,256,2,1,4,custom,2422,4114514,1600,10.2864,100,403.83952,4154.054838528,99.0,41.0,64.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,257,0,1,4,custom,2422,4143265,1600,10.2879,100,402.7210800000001,4143.154198932001,99.0,41.0,63.48
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,257,1,1,4,custom,2422,4129976,1600,10.2879,100,403.13072,4147.368534288,99.0,41.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,257,2,1,4,custom,2422,4119528,1600,10.2879,100,399.18715686274504,4106.797551088235,99.0,41.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,258,0,1,4,custom,2422,4131783,1600,10.2861,100,402.41288235294127,4139.259149170589,99.0,41.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,258,1,1,4,custom,2422,4124925,1600,10.2861,100,401.65564,4131.470078603999,99.0,41.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,258,2,1,4,custom,2422,4111321,1600,10.2862,100,399.62046000000004,4110.575975652,99.0,41.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,259,0,1,4,custom,2422,4078364,1600,10.2887,100,401.6464600000001,4132.419933002001,99.0,41.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,259,1,1,4,custom,2422,4118862,1600,10.2884,100,401.84085999999996,4134.299504023999,99.0,41.0,63.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,259,2,1,4,custom,2422,4119311,1600,10.2881,100,401.6988039215685,4132.717464625489,99.0,41.0,62.294117647058826
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,260,0,1,4,custom,2422,4117928,1600,10.2872,100,401.57052000000004,4131.036253344,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,260,1,1,4,custom,2422,4119959,1600,10.2868,100,402.13574000000006,4136.689930232001,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,260,2,1,4,custom,2422,4122057,1600,10.2874,100,399.43044000000003,4109.100708456001,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,261,0,1,4,custom,2422,4112147,1600,10.2906,100,399.8253000000001,4114.44223218,99.0,41.0,62.04
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,261,1,1,4,custom,2422,4113801,1600,10.2903,100,399.26297999999997,4108.535843094,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,261,2,1,4,custom,2422,4115663,1600,10.2907,100,399.89383999999995,4115.187539287999,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,262,0,1,4,custom,2422,4111991,1600,10.2898,100,400.24821999999995,4118.474134155999,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,262,1,1,4,custom,2422,4113224,1600,10.2898,100,400.84814,4124.647190971999,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,262,2,1,4,custom,2422,4114105,1600,10.2896,100,400.30678,4118.996643488,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,263,0,1,4,custom,2422,4112753,1600,10.2925,100,399.6021372549019,4112.904997696078,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,263,1,1,4,custom,2422,4111020,1600,10.292,100,399.4703333333334,4111.348670666667,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,263,2,1,4,custom,2422,4110494,1600,10.2925,100,399.65874,4113.48758145,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,264,0,1,4,custom,2422,4072442,1600,10.291,100,399.50213999999994,4111.27652274,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,264,1,1,4,custom,2422,4114468,1600,10.2912,100,399.76271999999994,4114.0381040639995,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_decoding-all,264,2,1,4,custom,2422,4111705,1600,10.2911,100,399.32559999999995,4109.49968216,99.0,41.0,62.0
NONE,16,2430,256,Qwen/Qwen3-8B_prefill-all,0,0,1,8,custom,2422,7804531,49152,14.5582,12,543.2141408450703,7908.2201052507025,100.0,29.971830985915492,67.74647887323944
