cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,kv_cache_lens,sm_clock,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util
NONE,16,2430,256,Qwen/Qwen3-8B_prefill,0,2283,1140800,192,1.962,12,599.0625000000001,1175.3606250000003,100.0,24.0
NONE,16,2430,256,Qwen/Qwen3-8B_prefill,0,2292,1200718,192,1.954,12,601.9621818181819,1176.2341032727275,100.0,24.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,256,2422,768722,3200,2.2514,200,349.95008333333334,787.8776176166666,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,256,2422,807205,3200,2.251,200,351.43175,791.07286925,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,256,2422,809664,3200,2.2505,200,352.35175,792.967613375,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,257,2422,803609,3200,2.2537,200,349.83899999999994,788.4321542999998,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,257,2422,806896,3200,2.2531,200,351.28475000000003,791.4796702250001,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,257,2422,809319,3200,2.2527,200,352.10325000000006,793.1829912750001,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,258,2422,803936,3200,2.254,200,349.93275,788.7484185,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,258,2422,772225,3200,2.254,200,351.4034166666667,792.0633011666667,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,258,2422,773938,3200,2.2537,200,352.3243333333333,794.0333500333331,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,259,2422,769344,3200,2.2547,200,350.23599999999993,789.6771091999999,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,259,2422,772363,3200,2.2544,200,351.6009166666667,792.6491065333335,100.0,83.0
FULL,16,2430,256,Qwen/Qwen3-8B_decoding,259,2422,773774,3200,2.2541,200,352.1801666666666,793.8493136833332,100.0,83.0
