cudagraph_mode,batch_size,sm_clock,input_len,model_name,kv_cache_lens,iteration,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J,avg_gpu_util,avg_memory_util
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,294,0,2233938,76800,10.1655,600,219.11518367346943,2227.4153996326536,100.0,48.0
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,295,0,2233946,76800,10.1749,600,219.24985714285714,2230.845371442857,100.0,48.0
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,296,0,2234546,76800,10.1826,600,219.26661224489797,2232.7042058448983,100.0,48.0
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,297,0,2234685,76800,10.1925,600,219.2426530612245,2234.630741326531,100.0,48.0
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,298,0,2234417,76800,10.202,600,219.24685714285712,2236.7564365714284,100.0,48.0
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,299,0,2234418,76800,10.2089,600,219.123,2237.0047947,100.0,48.0
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,300,0,2233847,76800,10.2163,600,219.15802040816322,2238.984083895918,100.0,48.0
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,301,0,2234598,76800,10.2224,600,219.14644897959184,2240.20266004898,100.0,48.0
FULL,128,1230,256,nvidia/Qwen3-8B-FP8,302,0,2234209,76800,10.2329,600,219.21518367346943,2243.2070530122455,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,259,0,1867219,48000,9.6788,750,194.58804347826086,1883.3787552173912,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,260,0,1885176,48000,9.6869,750,194.43973913043476,1883.5183089826085,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,261,0,1884570,48000,9.6919,750,194.3811304347826,1883.9224780608695,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,262,0,1883877,48000,9.6979,750,194.3886739130435,1885.1619207413048,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,263,0,1884261,48000,9.7013,750,194.40119565217393,1885.9443193804348,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,264,0,1884448,48000,9.7043,750,194.41115217391305,1886.6241440413044,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,265,0,1884758,48000,9.7062,750,194.43330434782615,1887.2085386608703,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,266,0,1884540,48000,9.7124,750,194.43834782608698,1888.4630094260874,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,267,0,1885082,48000,9.7134,750,194.47728260869565,1889.0356368913042,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,268,0,1885403,48000,9.7183,750,194.43043478260867,1889.5332943478256,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,269,0,1885715,48000,9.7193,750,194.47660869565215,1890.176502895652,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,270,0,1886009,48000,9.7221,750,194.52445652173918,1891.1862187500003,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,271,0,1885851,48000,9.7236,750,194.5458913043478,1891.686428686956,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,272,0,1906178,48000,9.7277,750,194.6139574468085,1893.1461938553193,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,273,0,1906348,48000,9.7314,750,194.6953260869565,1894.6580962826085,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,274,0,1888000,48000,9.7331,750,194.78310869565215,1895.843475245652,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,275,0,1888511,48000,9.7378,750,194.86743478260868,1897.5801064260868,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,276,0,1888775,48000,9.7401,750,194.81178260869564,1897.4862437869563,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,277,0,1909113,48000,9.7417,750,194.93110869565214,1898.9603815804344,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,278,0,1889528,48000,9.7485,750,194.91050000000004,1900.0850092500004,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,279,0,1889806,48000,9.751,750,194.9212391304348,1900.6770027608695,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,280,0,1909718,48000,9.7553,750,195.0333913043478,1902.609242191304,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,281,0,1890770,48000,9.754,750,195.03752173913045,1902.3959870434783,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,282,0,1910417,48000,9.7593,750,195.03502127659573,1903.4052831446807,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,283,0,1891548,48000,9.7613,750,195.06812765957446,1904.1185145234042,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,284,0,1911651,48000,9.7646,750,195.21006382978726,1906.1481892723407,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,285,0,1892730,48000,9.7678,750,195.20539130434787,1906.727221182609,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,286,0,1912049,48000,9.7707,750,195.2727173913043,1907.951139815217,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,287,0,1913501,48000,9.7692,750,195.41502127659567,1909.0484258553183,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,288,0,1913578,48000,9.774,750,195.36180434782608,1909.466275695652,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,289,0,1914026,48000,9.7787,750,195.41447826086957,1910.8995585695654,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,290,0,1913947,48000,9.7831,750,195.44648936170213,1912.072550074468,100.0,48.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,291,0,1914600,48000,9.7846,750,195.5260869565217,1913.144550434782,100.0,48.32608695652174
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,292,0,1915547,48000,9.7885,750,195.54651063829795,1914.1070193829796,100.0,48.53191489361702
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,293,0,1915695,48000,9.7929,750,195.62221276595747,1915.7087673957449,100.0,49.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,294,0,1915778,48000,9.7975,750,195.5988913043478,1916.3801375543476,100.0,49.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,295,0,1916161,48000,9.799,750,195.68597872340425,1917.526905510638,100.0,49.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,296,0,1916551,48000,9.8047,750,195.64356521739134,1918.226463886957,100.0,49.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,297,0,1917002,48000,9.808,750,195.64308510638298,1918.8673787234043,100.0,49.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,298,0,1916699,48000,9.8129,750,195.7755531914894,1921.1259259127664,100.0,49.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,299,0,1917353,48000,9.814,750,195.85397872340423,1922.110947191489,100.0,49.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,300,0,1918444,48000,9.8161,750,195.8671914893617,1922.6519383787233,100.0,49.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,301,0,1918524,48000,9.82,750,195.95753191489362,1924.3029634042555,100.0,49.0
FULL,64,1230,256,nvidia/Qwen3-8B-FP8,302,0,1918704,48000,9.8242,750,195.95417021276594,1925.0929590042551,100.0,49.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,258,0,1798146,14400,10.4937,900,171.27834,1797.3435164579998,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,259,0,1795809,14400,10.499,900,171.14222,1796.8221677800002,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,260,0,1801021,14400,10.4754,900,171.67438,1798.3578002520003,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,261,0,1800614,14400,10.4776,900,171.62084000000002,1798.1745131840003,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,262,0,1799926,14400,10.478,900,171.57857999999996,1797.8003612399996,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,263,0,1799795,14400,10.4812,900,171.53199999999998,1797.8611983999997,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,264,0,1799730,14400,10.4814,900,171.52326000000002,1797.8038973640002,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,265,0,1799691,14400,10.4841,900,171.49507999999997,1797.9715682279996,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,266,0,1798978,14400,10.4859,900,171.43110000000001,1797.6093714900003,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,267,0,1799361,14400,10.4891,900,171.46775999999997,1798.5424814159999,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,268,0,1799016,14400,10.488,900,171.43712,1798.0325145599998,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,269,0,1799108,14400,10.4902,900,171.4532,1798.57835864,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,270,0,1799204,14400,10.4906,900,171.45798,1798.697084988,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,271,0,1799053,14400,10.4933,900,171.43825999999999,1798.9530936579997,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,272,0,1798883,14400,10.4946,900,171.46431999999996,1799.4494526719996,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,273,0,1798944,14400,10.4957,900,171.48532,1799.8584731239998,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,274,0,1815815,14400,10.4974,900,171.47054,1799.9948465960001,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,275,0,1799084,14400,10.4998,900,171.42777999999996,1799.9574044439996,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,276,0,1799169,14400,10.5005,900,171.47954,1800.62090977,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,277,0,1798969,14400,10.5027,900,171.36934000000002,1799.8407672180003,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,278,0,1799193,14400,10.5024,900,171.48266,1800.979488384,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,279,0,1799270,14400,10.5046,900,171.50184000000002,1801.5582284640002,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,280,0,1799578,14400,10.5066,900,171.56203999999997,1802.5337294639999,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,281,0,1799210,14400,10.5079,900,171.42184,1801.283552536,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,282,0,1799710,14400,10.5081,900,171.49554000000003,1802.0922838740005,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,283,0,1817118,14400,10.5098,900,171.52357999999995,1802.6785210839996,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,284,0,1800045,14400,10.5095,900,171.60822,1803.5165880899997,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,285,0,1800267,14400,10.5119,900,171.58058,1803.6378989020002,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,286,0,1800185,14400,10.5136,900,171.49034,1802.9808386240002,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,287,0,1817258,14400,10.5131,900,171.65204000000003,1804.5950617240003,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,288,0,1800769,14400,10.5136,900,171.59832000000003,1804.1160971520003,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,289,0,1800721,14400,10.5149,900,171.62012,1804.568399788,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,290,0,1800470,14400,10.5163,900,171.57555999999997,1804.3400616279996,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,291,0,1801007,14400,10.5191,900,171.59120000000001,1804.98499192,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,292,0,1818450,14400,10.5182,900,171.66652000000002,1805.6227906640001,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,293,0,1818503,14400,10.5204,900,171.65980000000002,1805.9297599200002,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,294,0,1801721,14400,10.5205,900,171.69018,1806.26653869,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,295,0,1801384,14400,10.5222,900,171.70698039215688,1806.7351890823531,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,296,0,1801679,14400,10.5235,900,171.68385999999998,1806.71510071,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,297,0,1809590,14400,10.5245,900,172.40322,1814.45768889,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,298,0,1809561,14400,10.5265,900,172.49886000000004,1815.8092497900004,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,299,0,1809747,14400,10.5269,900,172.49184000000002,1815.804350496,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,300,0,1826925,14400,10.5284,900,172.48798000000002,1816.022448632,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,301,0,1827271,14400,10.53,900,172.45314000000002,1815.9315642000001,100.0,43.0
FULL,16,1230,256,nvidia/Qwen3-8B-FP8,302,0,1827122,14400,10.5319,900,172.55277999999998,1817.308623682,100.0,43.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,258,0,1676379,7200,9.8727,900,169.41076595744676,1672.5416690680845,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,259,0,1676437,7200,9.8738,900,169.4092978723404,1672.7135253319145,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,260,0,1659379,7200,9.8768,900,169.40778723404253,1673.2068329531912,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,261,0,1675397,7200,9.8819,900,169.3390425531915,1673.391484606383,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,262,0,1674583,7200,9.8871,900,169.25253191489364,1673.416708295745,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,263,0,1674742,7200,9.8874,900,169.27695744680855,1673.7089890595748,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,264,0,1674757,7200,9.888,900,169.2845106382979,1673.8852411914895,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,265,0,1674269,7200,9.8892,900,169.27031914893618,1673.9480401276599,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,266,0,1674988,7200,9.8893,900,169.25748936170214,1673.838089544681,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,267,0,1674690,7200,9.891,900,169.26808510638296,1674.2306297872337,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,268,0,1675173,7200,9.8924,900,169.31258333333335,1674.907799366667,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,269,0,1658500,7200,9.8917,900,169.3470638297872,1675.1303512851061,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,270,0,1675702,7200,9.8918,900,169.4025531914894,1675.696175659575,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,271,0,1675050,7200,9.8935,900,169.30382978723406,1675.00744,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,272,0,1675510,7200,9.8935,900,169.3455106382979,1675.4198095000002,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,273,0,1675787,7200,9.8935,900,169.40434042553193,1676.0018420000001,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,274,0,1675338,7200,9.8949,900,169.35078723404254,1675.7091046021276,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,275,0,1675608,7200,9.8978,900,169.3761489361702,1676.4512469404256,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,276,0,1675471,7200,9.8971,900,169.45202127659573,1677.0835997765955,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,277,0,1675868,7200,9.8969,900,169.31785416666665,1675.7218709020833,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,278,0,1675437,7200,9.8985,900,169.29551063829794,1675.7716120531923,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,279,0,1675512,7200,9.9002,900,169.42859574468082,1677.376983591489,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,280,0,1675775,7200,9.9004,900,169.3756808510638,1676.886990697872,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,281,0,1675615,7200,9.9019,900,169.38482978723403,1677.2316460702125,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,282,0,1675772,7200,9.9032,900,169.37227659574472,1677.3275295829792,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,283,0,1675338,7200,9.9044,900,169.43738297872338,1678.175615974468,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,284,0,1675848,7200,9.9045,900,169.42955319148936,1678.1150095851065,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,285,0,1675787,7200,9.905,900,169.40574468085111,1677.9639010638302,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,286,0,1692888,7200,9.9066,900,169.37535416666668,1677.9338835875,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,287,0,1675982,7200,9.9077,900,169.3678297872341,1678.045647182979,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,288,0,1675523,7200,9.9107,900,169.36323404255322,1678.5082036255321,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,289,0,1675362,7200,9.9106,900,169.4558936170213,1679.4095792808514,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,290,0,1675986,7200,9.91,900,169.4158297872341,1678.9108731914898,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,291,0,1675842,7200,9.9119,900,169.4402765957447,1679.4750775893617,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,292,0,1675478,7200,9.9147,900,169.4083191489362,1679.6326618659575,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,293,0,1692563,7200,9.9148,900,169.4205531914894,1679.770900782979,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,294,0,1676152,7200,9.9134,900,169.42657446808514,1679.5934033319152,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,295,0,1676280,7200,9.9133,900,169.45442553191492,1679.852556625532,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,296,0,1676581,7200,9.9131,900,169.482170212766,1680.0937015361706,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,297,0,1676144,7200,9.9156,900,169.46182978723402,1680.3157194382975,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,298,0,1693330,7200,9.9158,900,169.46948936170216,1680.4255626127665,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,299,0,1676411,7200,9.9152,900,169.45940425531919,1680.2238850723409,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,300,0,1676526,7200,9.9158,900,169.50148936170214,1680.7428682127663,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,301,0,1676724,7200,9.9172,900,169.465,1680.6182979999999,100.0,44.0
FULL,8,1230,256,nvidia/Qwen3-8B-FP8,302,0,1676780,7200,9.9172,900,169.46991489361704,1680.6670399829788,100.0,44.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,264,0,2583863,115200,8.7703,225,294.9907441860465,2587.157323734884,100.0,45.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,265,0,2595371,115200,8.7834,225,295.21123255813956,2592.958340051163,100.0,45.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,266,0,2602934,115200,8.7949,225,297.0099069767442,2612.1724308697676,100.0,45.04651162790697
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,267,0,2604848,115200,8.8068,225,297.1324186046512,2616.7857841674427,100.0,45.46511627906977
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,268,0,2595683,115200,8.8206,225,293.4592093023256,2588.486301572093,100.0,45.74418604651163
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,269,0,2451797,115200,8.8257,225,273.92769767441865,2417.6036813651167,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,270,0,2361364,115200,8.8283,225,268.4823255813953,2370.242514930232,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,271,0,2359378,115200,8.8405,225,268.45037209302325,2373.2355144883722,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,272,0,2387013,115200,8.8505,225,268.3265813953489,2374.8244086395357,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,273,0,2386062,115200,8.8633,225,268.35447727272725,2378.5062384113635,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,274,0,2438099,115200,8.88,225,269.28461363636364,2391.247369090909,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,275,0,2360086,115200,8.8874,225,268.50816279069767,2386.3394459860465,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,276,0,2386259,115200,8.8977,225,267.8776818181818,2383.4952495136367,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,277,0,2385971,115200,8.9105,225,268.2261395348837,2390.0290163255813,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,278,0,2394637,115200,8.9202,225,268.20122727272724,2392.4085875181813,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,279,0,2433857,115200,8.9357,225,268.15870454545455,2396.1857362068185,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,280,0,2385189,115200,8.9448,225,268.1933409090909,2398.9357957636366,100.0,46.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,281,0,2411236,115200,8.958,225,268.17447727272724,2402.3069674090907,100.0,46.27272727272727
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,282,0,2411477,115200,8.9703,225,268.1599318181818,2405.475036388636,100.0,46.38636363636363
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,283,0,2410989,115200,8.9824,225,267.79259090909096,2405.420168581819,100.0,46.68181818181818
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,284,0,2409964,115200,8.9941,225,268.0752954545454,2411.096014847727,100.0,46.95454545454545
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,285,0,2408186,115200,9.0123,225,267.66879545454543,2412.3114852749995,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,286,0,2465111,115200,9.0135,225,271.5504772727273,2447.6202268977277,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,287,0,2408418,115200,9.0219,225,267.6195,2414.43636705,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,288,0,2410125,115200,9.0367,225,267.8052727272727,2420.0759080545454,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,289,0,2434642,115200,9.0515,225,267.5344318181819,2421.5879096022736,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,290,0,2434455,115200,9.0646,225,267.70150000000007,2426.607016900001,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,291,0,2406562,115200,9.0786,225,267.4486,2428.05885996,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,292,0,2434307,115200,9.089,225,267.3437045454545,2429.886930613636,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,293,0,2566859,115200,9.1151,225,275.4774222222222,2511.0042512977775,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,294,0,2433253,115200,9.1163,225,267.7790227272728,2441.153904888637,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,295,0,2431630,115200,9.1312,225,267.3550666666667,2441.272584746667,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,296,0,2516716,115200,9.1472,225,276.02746666666667,2524.8784430933333,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,297,0,2440460,115200,9.1573,225,267.3821111111111,2448.4982060777775,100.0,47.0
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,298,0,2430879,115200,9.1676,225,267.42828888888886,2451.6755812177776,100.0,47.111111111111114
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,299,0,2456130,115200,9.1811,225,267.1933555555556,2453.128916691112,100.0,47.08888888888889
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,300,0,2455831,115200,9.1911,225,267.0848222222223,2454.8033095266674,100.0,47.24444444444445
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,301,0,2454743,115200,9.2073,225,267.0888,2459.16670824,100.0,47.82222222222222
FULL,512,1530,256,nvidia/Qwen3-8B-FP8,302,0,2546054,115200,9.2244,225,272.1996888888889,2510.878810186666,100.0,47.666666666666664
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,262,0,2566774,107520,8.9762,420,281.95081578947367,2530.846912689474,100.0,51.0
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,264,0,2443167,107520,8.9886,420,271.47895454545454,2440.2157308272726,100.0,51.0
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,265,0,2470261,107520,8.9995,420,271.7024090909091,2445.1858306136364,100.0,51.0
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,266,0,2444490,107520,9.0057,420,271.65000000000003,2446.398405,100.0,51.09090909090909
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,267,0,2443960,107520,9.0154,420,271.7333636363636,2449.7849665272724,100.0,51.81818181818182
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,268,0,2505365,107520,9.0295,420,275.1995476190476,2484.914315226191,100.0,51.95238095238095
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,269,0,2444182,107520,9.0333,420,271.7374090909091,2454.6855375409095,100.0,52.0
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,270,0,2470409,107520,9.0433,420,271.63675,2456.492621275,100.0,52.0
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,271,0,2443600,107520,9.0519,420,271.66325,2459.068572675,100.0,52.0
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,272,0,2471652,107520,9.0597,420,271.7646590909091,2462.106281965909,100.0,52.0
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,273,0,2472356,107520,9.0691,420,271.78340909090906,2464.8309153863634,100.0,52.0
FULL,256,1515,256,nvidia/Qwen3-8B-FP8,274,0,2471903,107520,9.0759,420,271.8092045454545,2466.913159534091,100.0,52.0
