batch_size,sm_clock,input_len,model_name,kv_cache_lens,delta_total_energy_mJ,decoding_tokens,during_time_iter,repeat_count,avg_power_saturated,energy_power_based_J
128,330,256,nvidia/Qwen3-8B-NVFP4,302,1393769,38400,14.6208,300,95.3796056338028,1394.5261380507038
64,330,256,nvidia/Qwen3-8B-NVFP4,258,1335937,24000,15.5179,375,86.14934666666667,1336.8569466386666
64,330,256,nvidia/Qwen3-8B-NVFP4,259,1335681,24000,15.5077,375,86.13754666666667,1335.7952324426667
64,330,256,nvidia/Qwen3-8B-NVFP4,260,1335517,24000,15.5049,375,86.14842666666668,1335.7227406240002
64,330,256,nvidia/Qwen3-8B-NVFP4,261,1335611,24000,15.5045,375,86.11025333333335,1335.0964228066669
64,330,256,nvidia/Qwen3-8B-NVFP4,262,1335877,24000,15.5111,375,86.22557333333334,1337.4534905306668
64,330,256,nvidia/Qwen3-8B-NVFP4,263,1345062,24000,15.5062,375,86.32877333333334,1338.6312250613335
64,330,256,nvidia/Qwen3-8B-NVFP4,264,1336717,24000,15.5195,375,86.15718666666666,1337.1164584733333
64,330,256,nvidia/Qwen3-8B-NVFP4,265,1337187,24000,15.5314,375,86.23368,1339.329777552
64,330,256,nvidia/Qwen3-8B-NVFP4,266,1345592,24000,15.5353,375,86.39521333333333,1342.1755576973333
64,330,256,nvidia/Qwen3-8B-NVFP4,267,1339367,24000,15.5181,375,86.61018666666666,1344.025537712
64,330,256,nvidia/Qwen3-8B-NVFP4,268,1339689,24000,15.5227,375,86.52295999999998,1343.0699511919997
64,330,256,nvidia/Qwen3-8B-NVFP4,269,1339423,24000,15.5412,375,86.45663999999998,1343.6399335679996
64,330,256,nvidia/Qwen3-8B-NVFP4,270,1349880,24000,15.5363,375,86.57658108108109,1345.07973665
64,330,256,nvidia/Qwen3-8B-NVFP4,271,1349898,24000,15.5336,375,86.50926666666668,1343.8003446933335
64,330,256,nvidia/Qwen3-8B-NVFP4,272,1342227,24000,15.5277,375,86.59901333333333,1344.6834993359998
64,330,256,nvidia/Qwen3-8B-NVFP4,273,1341962,24000,15.517,375,86.68767567567566,1345.1326634594593
64,330,256,nvidia/Qwen3-8B-NVFP4,274,1352206,24000,15.5218,375,86.75205333333332,1346.5480214293332
64,330,256,nvidia/Qwen3-8B-NVFP4,275,1342936,24000,15.5302,375,86.58490666666667,1344.6809175146668
64,330,256,nvidia/Qwen3-8B-NVFP4,276,1343773,24000,15.5309,375,86.70486666666666,1346.6046137133333
64,330,256,nvidia/Qwen3-8B-NVFP4,277,1343996,24000,15.5353,375,86.7857972972973,1348.2433967527027
64,330,256,nvidia/Qwen3-8B-NVFP4,278,1353825,24000,15.5275,375,86.86826666666666,1348.8470106666664
64,330,256,nvidia/Qwen3-8B-NVFP4,279,1345523,24000,15.5233,375,86.85830666666668,1348.327551878667
64,330,256,nvidia/Qwen3-8B-NVFP4,280,1346243,24000,15.5232,375,86.93145333333334,1349.454336384
64,330,256,nvidia/Qwen3-8B-NVFP4,281,1346501,24000,15.5368,375,87.08333333333333,1352.9963333333333
64,330,256,nvidia/Qwen3-8B-NVFP4,282,1355772,24000,15.534,375,87.10010666666668,1353.0130569600003
64,330,256,nvidia/Qwen3-8B-NVFP4,283,1356503,24000,15.5309,375,86.79614666666667,1348.0222742653334
64,330,256,nvidia/Qwen3-8B-NVFP4,284,1349243,24000,15.5227,375,86.91218918918919,1349.111839127027
64,330,256,nvidia/Qwen3-8B-NVFP4,285,1349012,24000,15.5258,375,87.20997333333332,1354.0046039786666
64,330,256,nvidia/Qwen3-8B-NVFP4,286,1357885,24000,15.5272,375,87.14053333333335,1353.0484891733336
64,330,256,nvidia/Qwen3-8B-NVFP4,287,1359077,24000,15.5237,375,87.29286666666668,1355.1082742733336
64,330,256,nvidia/Qwen3-8B-NVFP4,288,1351463,24000,15.5091,375,87.27757333333332,1353.5966125839998
64,330,256,nvidia/Qwen3-8B-NVFP4,289,1360550,24000,15.5293,375,87.34621621621622,1356.4255954864864
64,330,256,nvidia/Qwen3-8B-NVFP4,290,1361059,24000,15.5291,375,87.20682666666666,1354.2435319893332
64,330,256,nvidia/Qwen3-8B-NVFP4,291,1351882,24000,15.5387,375,87.13427999999999,1353.9534366359999
64,330,256,nvidia/Qwen3-8B-NVFP4,292,1352584,24000,15.5293,375,87.21051999999999,1354.3183282359998
64,330,256,nvidia/Qwen3-8B-NVFP4,293,1353726,24000,15.5435,375,87.23993333333334,1356.0139037666668
64,330,256,nvidia/Qwen3-8B-NVFP4,294,1363733,24000,15.545,375,87.519,1360.482855
64,330,256,nvidia/Qwen3-8B-NVFP4,295,1362868,24000,15.5503,375,87.38183999999998,1358.8138265519997
64,330,256,nvidia/Qwen3-8B-NVFP4,296,1363806,24000,15.5651,375,87.52025333333334,1362.2614951586668
64,330,256,nvidia/Qwen3-8B-NVFP4,297,1355519,24000,15.5589,375,87.37074666666668,1359.3927103120002
64,330,256,nvidia/Qwen3-8B-NVFP4,298,1356300,24000,15.5543,375,87.59679999999999,1362.5069062399998
64,330,256,nvidia/Qwen3-8B-NVFP4,299,1357373,24000,15.5436,375,87.64768000000001,1362.3604788480002
64,330,256,nvidia/Qwen3-8B-NVFP4,300,1357914,24000,15.5546,375,87.64678666666666,1363.3107078853332
64,330,256,nvidia/Qwen3-8B-NVFP4,301,1357888,24000,15.5524,375,87.81446666666666,1365.7257113866667
64,330,256,nvidia/Qwen3-8B-NVFP4,302,1357950,24000,15.5539,375,87.77918666666667,1365.3086914946668
16,330,256,nvidia/Qwen3-8B-NVFP4,258,1278085,6720,16.2054,420,78.93678205128205,1279.2021278538462
16,330,256,nvidia/Qwen3-8B-NVFP4,259,1277167,6720,16.2015,420,78.86821794871796,1277.7834330961539
16,330,256,nvidia/Qwen3-8B-NVFP4,260,1284514,6720,16.2156,420,78.86653846153847,1278.8682410769231
16,330,256,nvidia/Qwen3-8B-NVFP4,261,1277086,6720,16.205,420,78.98314102564105,1279.921800320513
16,330,256,nvidia/Qwen3-8B-NVFP4,262,1277071,6720,16.2012,420,78.85269230769231,1277.5082386153847
16,330,256,nvidia/Qwen3-8B-NVFP4,263,1277549,6720,16.191,420,78.96355128205127,1278.498858807692
16,330,256,nvidia/Qwen3-8B-NVFP4,264,1277673,6720,16.1736,420,78.83478205128206,1275.0422309846156
16,330,256,nvidia/Qwen3-8B-NVFP4,265,1277120,6720,16.1864,420,78.90385897435898,1277.169422902564
16,330,256,nvidia/Qwen3-8B-NVFP4,266,1276780,6720,16.2046,420,78.94421794871796,1279.259474171795
16,330,256,nvidia/Qwen3-8B-NVFP4,267,1276855,6720,16.2314,420,78.96284810126583,1281.6775726708863
16,330,256,nvidia/Qwen3-8B-NVFP4,268,1285277,6720,16.2261,420,78.90728205128205,1280.3574492923076
16,330,256,nvidia/Qwen3-8B-NVFP4,269,1277235,6720,16.2261,420,78.87169620253164,1279.7800297518986
16,330,256,nvidia/Qwen3-8B-NVFP4,270,1276980,6720,16.2338,420,78.96058974358975,1281.830421779487
16,330,256,nvidia/Qwen3-8B-NVFP4,271,1284751,6720,16.2278,420,78.87449367088607,1279.9595083924048
16,330,256,nvidia/Qwen3-8B-NVFP4,272,1277588,6720,16.2307,420,78.89193589743589,1280.4713439705126
16,330,256,nvidia/Qwen3-8B-NVFP4,273,1276680,6720,16.2336,420,78.95165384615383,1281.6695678769229
16,330,256,nvidia/Qwen3-8B-NVFP4,274,1285607,6720,16.228,420,78.90057692307691,1280.3985623076921
16,330,256,nvidia/Qwen3-8B-NVFP4,275,1277782,6720,16.2228,420,79.00417948717948,1281.6690029846152
16,330,256,nvidia/Qwen3-8B-NVFP4,276,1278076,6720,16.2237,420,78.97031645569619,1281.1907230822783
16,330,256,nvidia/Qwen3-8B-NVFP4,277,1278296,6720,16.2189,420,79.00942307692306,1281.4459319423074
16,330,256,nvidia/Qwen3-8B-NVFP4,278,1278433,6720,16.2089,420,78.97969620253167,1280.1739977772156
16,330,256,nvidia/Qwen3-8B-NVFP4,279,1278186,6720,16.2193,420,79.01926923076921,1281.6372334346152
16,330,256,nvidia/Qwen3-8B-NVFP4,280,1278186,6720,16.2322,420,78.9913924050633,1282.2040797974682
16,330,256,nvidia/Qwen3-8B-NVFP4,281,1279130,6720,16.2128,420,79.04058974358976,1281.4692733948723
16,330,256,nvidia/Qwen3-8B-NVFP4,282,1279596,6720,16.2014,420,78.98123076923076,1279.6065121846152
16,330,256,nvidia/Qwen3-8B-NVFP4,283,1286650,6720,16.2184,420,78.9428846153846,1280.3272798461535
16,330,256,nvidia/Qwen3-8B-NVFP4,284,1279111,6720,16.2311,420,79.09931645569621,1283.868915324051
16,330,256,nvidia/Qwen3-8B-NVFP4,285,1279367,6720,16.2169,420,78.99323076923076,1281.0253240615382
16,330,256,nvidia/Qwen3-8B-NVFP4,286,1279423,6720,16.2226,420,79.10269230769232,1283.2513362307695
16,330,256,nvidia/Qwen3-8B-NVFP4,287,1279721,6720,16.22,420,79.11033333333333,1283.1696066666666
16,330,256,nvidia/Qwen3-8B-NVFP4,288,1280293,6720,16.2123,420,79.08266666666668,1282.1119168000002
16,330,256,nvidia/Qwen3-8B-NVFP4,289,1279418,6720,16.2134,420,78.99229487179487,1280.733673674359
16,330,256,nvidia/Qwen3-8B-NVFP4,290,1287362,6720,16.229,420,78.9563205128205,1281.3821256025637
16,330,256,nvidia/Qwen3-8B-NVFP4,291,1279801,6720,16.2203,420,79.02545569620253,1281.816599029114
16,330,256,nvidia/Qwen3-8B-NVFP4,292,1279919,6720,16.2285,420,79.0063717948718,1282.154904673077
16,330,256,nvidia/Qwen3-8B-NVFP4,293,1286343,6720,16.2599,420,79.07255128205128,1285.7117765910255
16,330,256,nvidia/Qwen3-8B-NVFP4,294,1287771,6720,16.2232,420,79.07556410256409,1282.8586915487176
16,330,256,nvidia/Qwen3-8B-NVFP4,295,1280561,6720,16.2117,420,79.13867948717949,1282.9725302423078
16,330,256,nvidia/Qwen3-8B-NVFP4,296,1280522,6720,16.2131,420,79.00138461538462,1280.8573489076925
16,330,256,nvidia/Qwen3-8B-NVFP4,297,1279991,6720,16.2139,420,79.09935897435896,1282.5090964743588
16,330,256,nvidia/Qwen3-8B-NVFP4,298,1280480,6720,16.2117,420,79.18110256410256,1283.6602804384615
16,330,256,nvidia/Qwen3-8B-NVFP4,299,1279478,6720,16.2427,420,79.13451282051282,1285.3581513897436
16,330,256,nvidia/Qwen3-8B-NVFP4,300,1280011,6720,16.2272,420,79.00960256410256,1282.1046227282052
16,330,256,nvidia/Qwen3-8B-NVFP4,301,1287425,6720,16.2346,420,79.12698717948716,1284.5949860641022
16,330,256,nvidia/Qwen3-8B-NVFP4,302,1280027,6720,16.2206,420,79.15012820512821,1283.8625695641028
8,330,256,nvidia/Qwen3-8B-NVFP4,257,1221938,3360,15.754,420,77.29365789473682,1217.6842864736839
8,330,256,nvidia/Qwen3-8B-NVFP4,258,1221379,3360,15.7783,420,77.39027631578946,1221.086996793421
8,330,256,nvidia/Qwen3-8B-NVFP4,259,1213568,3360,15.778,420,77.3514210526316,1220.4507213684212
8,330,256,nvidia/Qwen3-8B-NVFP4,260,1221621,3360,15.7629,420,77.4144342105263,1220.2759850171049
8,330,256,nvidia/Qwen3-8B-NVFP4,261,1221150,3360,15.7597,420,77.35286842105265,1219.0580004552635
8,330,256,nvidia/Qwen3-8B-NVFP4,262,1221196,3360,15.7576,420,77.4655657894737,1220.6713994842107
8,330,256,nvidia/Qwen3-8B-NVFP4,263,1221265,3360,15.7601,420,77.35528947368421,1219.1270976342105
8,330,256,nvidia/Qwen3-8B-NVFP4,264,1220988,3360,15.7721,420,77.3206447368421,1219.5089408539473
8,330,256,nvidia/Qwen3-8B-NVFP4,265,1221227,3360,15.7679,420,77.3727894736842,1220.006407142105
8,330,256,nvidia/Qwen3-8B-NVFP4,266,1213949,3360,15.7748,420,77.34677631578948,1220.129927026316
8,330,256,nvidia/Qwen3-8B-NVFP4,267,1221415,3360,15.7703,420,77.40589473684209,1220.7141817684208
8,330,256,nvidia/Qwen3-8B-NVFP4,268,1221775,3360,15.761,420,77.36701315789473,1219.3814943815787
8,330,256,nvidia/Qwen3-8B-NVFP4,269,1221946,3360,15.7562,420,77.39411688311687,1219.4371844337659
8,330,256,nvidia/Qwen3-8B-NVFP4,270,1213910,3360,15.7479,420,77.41432894736842,1219.1131108302632
8,330,256,nvidia/Qwen3-8B-NVFP4,271,1221532,3360,15.7554,420,77.37164473684211,1219.0212114868423
8,330,256,nvidia/Qwen3-8B-NVFP4,272,1213820,3360,15.7733,420,77.44689473684211,1221.5931047526317
8,330,256,nvidia/Qwen3-8B-NVFP4,273,1221716,3360,15.746,420,77.53369736842107,1220.8455987631583
8,330,256,nvidia/Qwen3-8B-NVFP4,274,1214505,3360,15.7235,420,77.49064473684211,1218.424152519737
8,330,256,nvidia/Qwen3-8B-NVFP4,275,1213734,3360,15.7553,420,77.33231578947367,1218.3938349578946
8,330,256,nvidia/Qwen3-8B-NVFP4,276,1221631,3360,15.7469,420,77.35802631578947,1218.1491045921052
8,330,256,nvidia/Qwen3-8B-NVFP4,277,1214238,3360,15.7393,420,77.36292105263158,1217.638223323684
8,330,256,nvidia/Qwen3-8B-NVFP4,278,1213228,3360,15.7436,420,77.36594736842103,1218.0185289894735
8,330,256,nvidia/Qwen3-8B-NVFP4,279,1221140,3360,15.7605,420,77.35552631578946,1219.1617724999999
8,330,256,nvidia/Qwen3-8B-NVFP4,280,1213442,3360,15.7709,420,77.44876315789472,1221.4366988868417
8,330,256,nvidia/Qwen3-8B-NVFP4,281,1221703,3360,15.7549,420,77.35986842105264,1218.796990986842
8,330,256,nvidia/Qwen3-8B-NVFP4,282,1213659,3360,15.7677,420,77.36931578947369,1219.9361605736842
8,330,256,nvidia/Qwen3-8B-NVFP4,283,1221576,3360,15.7784,420,77.43252631578949,1221.7613732210527
8,330,256,nvidia/Qwen3-8B-NVFP4,284,1221460,3360,15.7787,420,77.39430263157894,1221.1814829328946
8,330,256,nvidia/Qwen3-8B-NVFP4,285,1221656,3360,15.7822,420,77.34377631578948,1220.6549465710527
8,330,256,nvidia/Qwen3-8B-NVFP4,286,1214009,3360,15.7625,420,77.471,1221.1366375
8,330,256,nvidia/Qwen3-8B-NVFP4,287,1222234,3360,15.7519,420,77.44643421052632,1219.9284870407894
8,330,256,nvidia/Qwen3-8B-NVFP4,288,1222466,3360,15.7494,420,77.40030263157894,1219.0083262657893
8,330,256,nvidia/Qwen3-8B-NVFP4,289,1222235,3360,15.7611,420,77.38763157894738,1219.7142000789477
8,330,256,nvidia/Qwen3-8B-NVFP4,290,1221900,3360,15.7662,420,77.43556578947369,1220.86461735
8,330,256,nvidia/Qwen3-8B-NVFP4,291,1222575,3360,15.7659,420,77.44528947368421,1220.994689313158
8,330,256,nvidia/Qwen3-8B-NVFP4,292,1214752,3360,15.7683,420,77.36206578947369,1219.8682619881579
8,330,256,nvidia/Qwen3-8B-NVFP4,293,1222886,3360,15.7515,420,77.34498684210526,1218.299560243421
8,330,256,nvidia/Qwen3-8B-NVFP4,294,1223467,3360,15.7365,420,77.5081447368421,1219.7069196513157
8,330,256,nvidia/Qwen3-8B-NVFP4,295,1215173,3360,15.7411,420,77.38247368421052,1218.0852565105263
8,330,256,nvidia/Qwen3-8B-NVFP4,296,1223052,3360,15.7451,420,77.57476623376623,1221.4224518272727
8,330,256,nvidia/Qwen3-8B-NVFP4,297,1222694,3360,15.7411,420,77.48975,1219.7739037249999
8,330,256,nvidia/Qwen3-8B-NVFP4,298,1215337,3360,15.7518,420,77.48571052631578,1220.539415068421
8,330,256,nvidia/Qwen3-8B-NVFP4,299,1223448,3360,15.7476,420,77.56915789473683,1221.5280708631578
8,330,256,nvidia/Qwen3-8B-NVFP4,300,1223391,3360,15.7517,420,77.5204342105263,1221.0786235539472
8,330,256,nvidia/Qwen3-8B-NVFP4,301,1216555,3360,15.7409,420,77.56782894736841,1220.9874386776314
8,330,256,nvidia/Qwen3-8B-NVFP4,302,1223473,3360,15.7437,420,77.44419736842106,1219.2582101092107
512,630,256,nvidia/Qwen3-8B-NVFP4,262,1426007,76800,8.8402,150,160.95206976744186,1422.8484871581395
512,630,256,nvidia/Qwen3-8B-NVFP4,263,1392065,76800,8.7907,150,158.19702325581395,1390.6625723348836
512,630,256,nvidia/Qwen3-8B-NVFP4,264,1394889,76800,8.7945,150,158.41141860465115,1393.1492209186044
512,630,256,nvidia/Qwen3-8B-NVFP4,265,1398295,76800,8.8004,150,158.69976744186047,1396.621433395349
512,630,256,nvidia/Qwen3-8B-NVFP4,266,1400252,76800,8.7995,150,159.4546976744186,1403.1216121860466
512,630,256,nvidia/Qwen3-8B-NVFP4,267,1402579,76800,8.8017,150,159.4276511627907,1403.234357239535
512,630,256,nvidia/Qwen3-8B-NVFP4,268,1404714,76800,8.8045,150,159.50795348837207,1404.387776488372
512,630,256,nvidia/Qwen3-8B-NVFP4,269,1405630,76800,8.8055,150,159.75783720930232,1406.7476355465117
512,630,256,nvidia/Qwen3-8B-NVFP4,270,1407420,76800,8.8094,150,160.1999069767442,1411.2650605209303
512,630,256,nvidia/Qwen3-8B-NVFP4,271,1408734,76800,8.8094,150,159.76630232558136,1407.4452637069764
512,630,256,nvidia/Qwen3-8B-NVFP4,272,1409922,76800,8.8111,150,160.08779069767442,1410.549532616279
512,630,256,nvidia/Qwen3-8B-NVFP4,273,1412631,76800,8.8098,150,161.21704651162793,1420.2899363581396
512,630,256,nvidia/Qwen3-8B-NVFP4,274,1413340,76800,8.8114,150,161.03034883720932,1418.9028157441862
512,630,256,nvidia/Qwen3-8B-NVFP4,275,1414270,76800,8.8121,150,161.03658139534883,1419.0704589139534
512,630,256,nvidia/Qwen3-8B-NVFP4,276,1414616,76800,8.8132,150,160.07537209302325,1410.7762693302325
512,630,256,nvidia/Qwen3-8B-NVFP4,277,1431779,76800,8.8156,150,160.98239534883723,1419.1564044372094
512,630,256,nvidia/Qwen3-8B-NVFP4,278,1418735,76800,8.8176,150,161.20732558139534,1421.4617140465116
512,630,256,nvidia/Qwen3-8B-NVFP4,279,1416827,76800,8.8197,150,161.16061363636365,1421.3882640886363
512,630,256,nvidia/Qwen3-8B-NVFP4,280,1421035,76800,8.8222,150,161.3264418604651,1423.2541353813954
512,630,256,nvidia/Qwen3-8B-NVFP4,281,1420047,76800,8.8212,150,161.65304651162793,1425.973853888372
512,630,256,nvidia/Qwen3-8B-NVFP4,282,1435637,76800,8.8241,150,161.58023255813953,1425.800130116279
512,630,256,nvidia/Qwen3-8B-NVFP4,283,1419886,76800,8.8283,150,161.41120930232555,1424.9865790837207
512,630,256,nvidia/Qwen3-8B-NVFP4,284,1423536,76800,8.8314,150,161.91037209302328,1429.895260102326
512,630,256,nvidia/Qwen3-8B-NVFP4,285,1441282,76800,8.8314,150,162.114,1431.6935796
512,630,256,nvidia/Qwen3-8B-NVFP4,286,1421379,76800,8.8367,150,161.99411627906974,1431.4934073232557
512,630,256,nvidia/Qwen3-8B-NVFP4,287,1432101,76800,8.8383,150,162.54067441860468,1436.5832427139537
512,630,256,nvidia/Qwen3-8B-NVFP4,288,1449517,76800,8.8415,150,162.54453488372093,1437.1375051744185
512,630,256,nvidia/Qwen3-8B-NVFP4,289,1386224,76800,8.8426,150,155.34699999999998,1373.6713821999997
512,630,256,nvidia/Qwen3-8B-NVFP4,290,1439998,76800,8.8477,150,162.4401395348837,1437.2216225627906
512,630,256,nvidia/Qwen3-8B-NVFP4,291,1427331,76800,8.8521,150,162.2488139534884,1436.2427259976746
512,630,256,nvidia/Qwen3-8B-NVFP4,292,1448687,76800,8.8525,150,162.723,1440.5053575
512,630,256,nvidia/Qwen3-8B-NVFP4,293,1445903,76800,8.8558,150,162.87123255813952,1442.355061288372
512,630,256,nvidia/Qwen3-8B-NVFP4,294,1431240,76800,8.8585,150,162.55116279069765,1439.959475581395
512,630,256,nvidia/Qwen3-8B-NVFP4,295,1449157,76800,8.861,150,163.05593023255813,1444.8385977906976
512,630,256,nvidia/Qwen3-8B-NVFP4,296,1450183,76800,8.8662,150,163.15568181818182,1446.5709061363634
512,630,256,nvidia/Qwen3-8B-NVFP4,297,1434149,76800,8.8686,150,162.52695348837213,1441.3865397069771
512,630,256,nvidia/Qwen3-8B-NVFP4,298,1450955,76800,8.874,150,163.11872093023254,1447.5155295348836
512,630,256,nvidia/Qwen3-8B-NVFP4,299,1450729,76800,8.8752,150,163.1449534883721,1447.9440912
512,630,256,nvidia/Qwen3-8B-NVFP4,300,1451243,76800,8.8745,150,163.13654545454546,1447.7552726363635
512,630,256,nvidia/Qwen3-8B-NVFP4,301,1453538,76800,8.8776,150,164.88151162790697,1463.7521076279068
512,630,256,nvidia/Qwen3-8B-NVFP4,302,1437607,76800,8.8784,150,163.19867441860464,1448.9431109581392
256,630,256,nvidia/Qwen3-8B-NVFP4,261,1184429,57600,8.2747,225,143.05409756097563,1183.729741087805
256,630,256,nvidia/Qwen3-8B-NVFP4,262,1184439,57600,8.2803,225,142.90917073170732,1183.3308064097562
256,630,256,nvidia/Qwen3-8B-NVFP4,263,1184311,57600,8.2813,225,142.728125,1181.9744215625
256,630,256,nvidia/Qwen3-8B-NVFP4,264,1170356,57600,8.2843,225,142.852775,1183.4352439325
256,630,256,nvidia/Qwen3-8B-NVFP4,265,1187004,57600,8.2879,225,143.03555,1185.4643348450002
256,630,256,nvidia/Qwen3-8B-NVFP4,266,1186641,57600,8.2871,225,143.3229,1187.73120459
256,630,256,nvidia/Qwen3-8B-NVFP4,267,1187811,57600,8.2901,225,142.99470000000002,1185.4403624700003
256,630,256,nvidia/Qwen3-8B-NVFP4,268,1187105,57600,8.2892,225,143.086025,1186.0686784299999
256,630,256,nvidia/Qwen3-8B-NVFP4,269,1190010,57600,8.2865,225,143.4962,1189.0812612999998
256,630,256,nvidia/Qwen3-8B-NVFP4,270,1189949,57600,8.2864,225,143.65055,1190.34591752
256,630,256,nvidia/Qwen3-8B-NVFP4,271,1190416,57600,8.2928,225,143.525275,1190.22640052
256,630,256,nvidia/Qwen3-8B-NVFP4,272,1192142,57600,8.2913,225,143.59743902439024,1190.6094461829268
256,630,256,nvidia/Qwen3-8B-NVFP4,273,1193073,57600,8.2888,225,143.87804878048777,1192.5763707317071
256,630,256,nvidia/Qwen3-8B-NVFP4,274,1193802,57600,8.2918,225,144.0082195121951,1194.0873545512193
256,630,256,nvidia/Qwen3-8B-NVFP4,275,1193146,57600,8.2895,225,143.83785,1192.3438575750001
256,630,256,nvidia/Qwen3-8B-NVFP4,276,1193549,57600,8.2935,225,143.89443902439024,1193.3885300487805
256,630,256,nvidia/Qwen3-8B-NVFP4,277,1195497,57600,8.2942,225,144.06939024390243,1194.9403365609755
256,630,256,nvidia/Qwen3-8B-NVFP4,278,1195823,57600,8.2957,225,144.13834146341463,1195.7284392780489
256,630,256,nvidia/Qwen3-8B-NVFP4,279,1197427,57600,8.2978,225,144.40387804878048,1198.2344992731707
256,630,256,nvidia/Qwen3-8B-NVFP4,280,1198257,57600,8.2982,225,144.56485365853658,1199.6280686292682
256,630,256,nvidia/Qwen3-8B-NVFP4,281,1198912,57600,8.3012,225,144.60526829268295,1200.3972531512197
256,630,256,nvidia/Qwen3-8B-NVFP4,282,1199598,57600,8.2993,225,144.66378048780487,1200.6081134024391
256,630,256,nvidia/Qwen3-8B-NVFP4,283,1200431,57600,8.2988,225,144.8227073170732,1201.854683482927
256,630,256,nvidia/Qwen3-8B-NVFP4,284,1201408,57600,8.3017,225,144.93960975609758,1203.2451583121954
256,630,256,nvidia/Qwen3-8B-NVFP4,285,1202126,57600,8.3042,225,144.97939024390243,1203.9378524634146
256,630,256,nvidia/Qwen3-8B-NVFP4,286,1202814,57600,8.3048,225,145.09843902439022,1205.013516409756
256,630,256,nvidia/Qwen3-8B-NVFP4,287,1203123,57600,8.3065,225,145.20536585365855,1206.1483714634146
256,630,256,nvidia/Qwen3-8B-NVFP4,288,1204221,57600,8.3085,225,145.16573170731706,1206.1094818902438
256,630,256,nvidia/Qwen3-8B-NVFP4,289,1204820,57600,8.3118,225,145.43551219512196,1208.8308902634146
256,630,256,nvidia/Qwen3-8B-NVFP4,290,1219715,57600,8.3171,225,145.44978048780487,1209.7203692951218
256,630,256,nvidia/Qwen3-8B-NVFP4,291,1205964,57600,8.3179,225,145.30741463414634,1208.6525441853657
256,630,256,nvidia/Qwen3-8B-NVFP4,292,1206571,57600,8.3187,225,145.4271219512195,1209.7645993756096
256,630,256,nvidia/Qwen3-8B-NVFP4,293,1207784,57600,8.3214,225,145.70863414634147,1212.499828185366
256,630,256,nvidia/Qwen3-8B-NVFP4,294,1208156,57600,8.3257,225,145.72121951219512,1213.2311572926828
256,630,256,nvidia/Qwen3-8B-NVFP4,295,1209744,57600,8.3268,225,145.85973170731708,1214.544813980488
256,630,256,nvidia/Qwen3-8B-NVFP4,296,1224465,57600,8.3275,225,145.89575609756093,1214.9469089024387
256,630,256,nvidia/Qwen3-8B-NVFP4,297,1209582,57600,8.3342,225,145.97321951219516,1216.5700060585368
256,630,256,nvidia/Qwen3-8B-NVFP4,298,1210916,57600,8.332,225,145.97348780487806,1216.2511003902441
256,630,256,nvidia/Qwen3-8B-NVFP4,299,1227174,57600,8.3342,225,146.17817073170733,1218.278110512195
256,630,256,nvidia/Qwen3-8B-NVFP4,300,1211041,57600,8.3367,225,146.68834146341464,1222.896696278049
256,630,256,nvidia/Qwen3-8B-NVFP4,301,1225335,57600,8.337,225,146.15053658536587,1218.4570235121953
256,630,256,nvidia/Qwen3-8B-NVFP4,302,1227314,57600,8.3454,225,146.46665853658536,1222.3228521512194
128,630,256,nvidia/Qwen3-8B-NVFP4,260,990491,38400,8.0143,300,123.84812820512823,992.5560538743592
128,630,256,nvidia/Qwen3-8B-NVFP4,261,990573,38400,8.0191,300,123.7955384615385,992.7288024769233
128,630,256,nvidia/Qwen3-8B-NVFP4,262,1002693,38400,8.0195,300,123.85171794871796,993.2288520897438
128,630,256,nvidia/Qwen3-8B-NVFP4,263,991386,38400,8.0212,300,123.90364102564104,993.855885394872
128,630,256,nvidia/Qwen3-8B-NVFP4,264,991500,38400,8.021,300,124.0235897435897,994.793213333333
128,630,256,nvidia/Qwen3-8B-NVFP4,265,992963,38400,8.0219,300,124.16257499999999,996.0197603925
128,630,256,nvidia/Qwen3-8B-NVFP4,266,991935,38400,8.0216,300,124.20753846153849,996.343190523077
128,630,256,nvidia/Qwen3-8B-NVFP4,267,1005573,38400,8.0215,300,124.28828205128204,996.9784544743588
128,630,256,nvidia/Qwen3-8B-NVFP4,268,993847,38400,8.0218,300,124.1647,996.0243904600001
128,630,256,nvidia/Qwen3-8B-NVFP4,269,993538,38400,8.0215,300,124.29233333333333,997.0109518333333
128,630,256,nvidia/Qwen3-8B-NVFP4,270,1006660,38400,8.0213,300,124.42676923076927,998.0644440307696
128,630,256,nvidia/Qwen3-8B-NVFP4,271,995854,38400,8.0209,300,124.52237500000001,998.7815176375
128,630,256,nvidia/Qwen3-8B-NVFP4,272,996300,38400,8.0226,300,124.59343589743591,999.5632988307694
128,630,256,nvidia/Qwen3-8B-NVFP4,273,996776,38400,8.0221,300,124.80087179487178,1001.165073625641
128,630,256,nvidia/Qwen3-8B-NVFP4,274,996831,38400,8.0212,300,124.71153846153844,1000.3361923076922
128,630,256,nvidia/Qwen3-8B-NVFP4,275,1009769,38400,8.0206,300,124.82441025641026,1001.1666649025641
128,630,256,nvidia/Qwen3-8B-NVFP4,276,998825,38400,8.0202,300,124.98155000000001,1002.3770273100002
128,630,256,nvidia/Qwen3-8B-NVFP4,277,999613,38400,8.0221,300,124.8281282051282,1001.3837272743589
